modComp,t,cum_sales
412,6,23484
412,7,23484
412,8,23484
412,9,23484
412,10,23484
412,11,23484
412,12,23484
412,13,23484
412,14,23484
412,15,23484
412,16,23484
412,17,0
412,18,0
412,19,0
412,20,0
412,21,0
412,22,0
412,23,0
412,24,0
412,25,0
412,26,0
412,27,0
412,28,0
412,29,0
412,30,0
412,31,0
412,32,0
412,33,0
412,34,0
412,35,0
412,36,0
412,37,0
12,0,0
12,1,0
12,2,0
12,3,0
12,4,0
12,5,0
12,6,0
12,7,0
12,8,0
12,9,0
12,10,0
12,11,0
12,12,0
12,13,1224
12,14,1224
12,15,1224
12,16,1224
12,17,1224
12,18,1224
12,19,1224
12,20,1224
12,21,1224
12,22,1224
12,23,1224
12,24,1224
12,25,1224
12,26,684
12,27,684
12,28,0
12,29,0
12,30,0
12,31,0
12,32,0
12,33,0
12,34,0
12,35,0
12,36,0
12,37,0
812,0,0
812,1,0
812,2,0
812,3,0
812,4,0
812,5,0
812,6,0
812,7,0
812,8,54404
812,9,54404
812,10,54404
812,11,54404
812,12,54404
812,13,54404
812,14,54404
812,15,54404
812,16,54404
812,17,54404
812,18,54404
812,19,54404
812,20,54404
812,21,54404
812,22,54404
812,23,54404
812,24,0
812,25,0
812,26,0
812,27,0
812,28,0
812,29,0
812,30,0
812,31,0
812,32,0
812,33,0
812,34,0
812,35,0
812,36,0
812,37,0
512,0,0
512,1,0
512,2,0
512,3,0
512,4,0
512,5,0
512,6,0
512,7,0
512,8,28160
512,9,28160
512,10,28160
512,11,28160
512,12,28160
512,13,28160
512,14,28160
512,15,28160
512,16,28160
512,17,28160
512,18,28160
512,19,28160
512,20,28160
512,21,28160
512,22,28160
512,23,28160
512,24,28160
512,25,28160
512,26,28160
512,27,0
512,28,0
512,29,0
512,30,0
512,31,0
512,32,0
512,33,0
512,34,0
512,35,0
512,36,0
512,37,0
712,0,0
712,1,0
712,2,0
712,3,0
712,4,0
712,5,0
712,6,0
712,7,0
712,8,33464
712,9,33464
712,10,33464
712,11,33464
712,12,33464
712,13,33464
712,14,33464
712,15,33464
712,16,0
712,17,33464
712,18,33464
712,19,33464
712,20,33464
712,21,33464
712,22,33464
712,23,33464
712,24,33464
712,25,33464
712,26,33464
712,27,0
712,28,0
712,29,0
712,30,0
712,31,0
712,32,0
712,33,0
712,34,0
712,35,0
712,36,0
712,37,0
112,0,0
112,1,0
112,2,0
112,3,0
112,4,0
112,5,0
112,6,0
112,7,0
112,8,0
112,9,0
112,10,0
112,11,0
112,12,0
112,13,5040
112,14,5040
112,15,5040
112,16,5040
112,17,5040
112,18,5040
112,19,5040
112,20,5040
112,21,5040
112,22,5040
112,23,5040
112,24,5040
112,25,5040
112,26,0
112,27,0
112,28,0
112,29,0
112,30,0
112,31,0
112,32,0
112,33,0
112,34,0
112,35,0
112,36,0
112,37,0
912,0,0
912,1,0
912,2,0
912,3,0
912,4,0
912,5,0
912,6,40128
912,7,40128
912,8,40128
912,9,40128
912,10,40128
912,11,40128
912,12,40128
912,13,40128
912,14,40128
912,15,40128
912,16,40128
912,17,40128
912,18,40128
912,19,40128
912,20,40128
912,21,40128
912,22,40128
912,23,0
912,24,0
912,25,0
912,26,0
912,27,0
912,28,0
912,29,0
912,30,0
912,31,0
912,32,0
912,33,0
912,34,0
912,35,0
912,36,0
912,37,0
312,0,0
312,1,0
312,2,0
312,3,0
312,4,0
312,5,0
312,6,0
312,7,0
312,8,0
312,9,0
312,10,0
312,11,0
312,12,0
312,13,0
312,14,0
312,15,0
312,16,0
312,17,0
312,18,0
312,19,0
312,20,0
312,21,14976
312,22,14976
312,23,14976
312,24,14976
312,25,14976
312,26,14976
312,27,14976
312,28,14976
312,29,14976
312,30,14976
312,31,14976
312,32,14976
312,33,0
312,34,0
312,35,0
312,36,0
312,37,0
612,0,0
612,1,0
612,2,0
612,3,0
612,4,0
612,5,0
612,6,0
612,7,0
612,8,0
612,9,0
612,10,0
612,11,0
612,12,0
612,13,0
612,14,0
612,15,0
612,16,0
612,17,0
612,18,0
612,19,0
612,20,0
612,21,0
612,22,0
612,23,0
612,24,0
612,25,0
612,26,0
612,27,0
612,28,0
612,29,9792
612,30,9792
612,31,9792
612,32,9792
612,33,9792
612,34,9792
612,35,9792
612,36,9792
612,37,9792
45,0,2565
45,1,2565
45,2,2565
45,3,2565
45,4,2565
45,5,2565
45,6,2565
45,7,2565
45,8,2565
45,9,2565
45,10,2565
45,11,2565
45,12,2565
45,13,2565
45,14,2565
45,15,2565
45,16,2565
45,17,0
45,18,0
45,19,0
45,20,0
45,21,0
45,22,0
45,23,0
45,24,0
45,25,0
45,26,0
45,27,0
45,28,0
45,29,0
45,30,0
45,31,0
45,32,0
45,33,0
45,34,0
45,35,0
45,36,0
45,37,0
5,0,0
5,1,0
5,2,0
5,3,0
5,4,0
5,5,0
5,6,0
5,7,0
5,8,0
5,9,0
5,10,0
5,11,0
5,12,0
5,13,285
5,14,285
5,15,285
5,16,285
5,17,285
5,18,285
5,19,285
5,20,285
5,21,285
5,22,285
5,23,285
5,24,285
5,25,285
5,26,285
5,27,285
5,28,0
5,29,0
5,30,0
5,31,0
5,32,0
5,33,0
5,34,0
5,35,0
5,36,0
5,37,0
85,0,0
85,1,0
85,2,0
85,3,0
85,4,0
85,5,0
85,6,0
85,7,0
85,8,5695
85,9,5695
85,10,5695
85,11,5695
85,12,5695
85,13,5695
85,14,5695
85,15,5695
85,16,5695
85,17,5695
85,18,5695
85,19,5695
85,20,5695
85,21,5695
85,22,5695
85,23,5695
85,24,0
85,25,0
85,26,0
85,27,0
85,28,0
85,29,0
85,30,0
85,31,0
85,32,0
85,33,0
85,34,0
85,35,0
85,36,0
85,37,0
55,0,0
55,1,0
55,2,0
55,3,0
55,4,0
55,5,0
55,6,0
55,7,0
55,8,3025
55,9,3025
55,10,3025
55,11,3025
55,12,3025
55,13,3025
55,14,3025
55,15,3025
55,16,3025
55,17,3025
55,18,3025
55,19,3025
55,20,3025
55,21,3025
55,22,3025
55,23,3025
55,24,3025
55,25,3025
55,26,3025
55,27,0
55,28,0
55,29,0
55,30,0
55,31,0
55,32,0
55,33,0
55,34,0
55,35,0
55,36,0
55,37,0
75,0,0
75,1,0
75,2,0
75,3,0
75,4,0
75,5,0
75,6,0
75,7,0
75,8,3525
75,9,3525
75,10,3525
75,11,3525
75,12,3525
75,13,3525
75,14,3525
75,15,3525
75,16,0
75,17,3525
75,18,3525
75,19,3525
75,20,3525
75,21,3525
75,22,3525
75,23,3525
75,24,3525
75,25,3525
75,26,3525
75,27,0
75,28,0
75,29,0
75,30,0
75,31,0
75,32,0
75,33,0
75,34,0
75,35,0
75,36,0
75,37,0
15,0,0
15,1,0
15,2,0
15,3,0
15,4,0
15,5,0
15,6,0
15,7,0
15,8,0
15,9,0
15,10,0
15,11,0
15,12,0
15,13,1530
15,14,1530
15,15,1530
15,16,1530
15,17,1530
15,18,1530
15,19,1530
15,20,1530
15,21,1530
15,22,1530
15,23,1530
15,24,1530
15,25,1530
15,26,855
15,27,855
15,28,0
15,29,0
15,30,0
15,31,0
15,32,0
15,33,0
15,34,0
15,35,0
15,36,0
15,37,0
95,0,0
95,1,0
95,2,0
95,3,0
95,4,0
95,5,0
95,6,4180
95,7,4180
95,8,4180
95,9,4180
95,10,4180
95,11,4180
95,12,4180
95,13,4180
95,14,4180
95,15,4180
95,16,4180
95,17,4180
95,18,4180
95,19,4180
95,20,4180
95,21,4180
95,22,4180
95,23,0
95,24,0
95,25,0
95,26,0
95,27,0
95,28,0
95,29,0
95,30,0
95,31,0
95,32,0
95,33,0
95,34,0
95,35,0
95,36,0
95,37,0
35,0,0
35,1,0
35,2,0
35,3,0
35,4,0
35,5,0
35,6,0
35,7,0
35,8,0
35,9,0
35,10,0
35,11,0
35,12,0
35,13,0
35,14,0
35,15,0
35,16,0
35,17,0
35,18,0
35,19,0
35,20,0
35,21,1680
35,22,1680
35,23,1680
35,24,1680
35,25,1680
35,26,1680
35,27,1680
35,28,1680
35,29,1680
35,30,1680
35,31,1680
35,32,1680
35,33,0
35,34,0
35,35,0
35,36,0
35,37,0
228,0,0
228,1,0
228,2,0
228,3,0
228,4,0
228,5,0
228,6,0
228,7,0
228,8,0
228,9,0
228,10,0
228,11,0
228,12,0
228,13,0
228,14,0
228,15,0
228,16,0
228,17,0
228,18,0
228,19,0
228,20,0
228,21,0
228,22,0
228,23,0
228,24,0
228,25,6840
228,26,6840
228,27,6840
228,28,6840
228,29,6840
228,30,6840
228,31,6840
228,32,6840
228,33,6840
228,34,6840
228,35,6840
228,36,6840
228,37,0
428,0,24396
428,1,24396
428,2,24396
428,3,24396
428,4,24396
428,5,24396
428,6,24396
428,7,24396
428,8,24396
428,9,24396
428,10,24396
428,11,24396
428,12,24396
428,13,24396
428,14,24396
428,15,24396
428,16,24396
428,17,0
428,18,0
428,19,0
428,20,0
428,21,0
428,22,0
428,23,0
428,24,0
428,25,0
428,26,0
428,27,0
428,28,0
428,29,0
428,30,0
428,31,0
428,32,0
428,33,0
428,34,0
428,35,0
428,36,0
428,37,0
828,0,0
828,1,0
828,2,0
828,3,0
828,4,0
828,5,0
828,6,0
828,7,0
828,8,55476
828,9,55476
828,10,55476
828,11,55476
828,12,55476
828,13,55476
828,14,55476
828,15,55476
828,16,55476
828,17,55476
828,18,55476
828,19,55476
828,20,55476
828,21,55476
828,22,55476
828,23,55476
828,24,0
828,25,0
828,26,0
828,27,0
828,28,0
828,29,0
828,30,0
828,31,0
828,32,0
828,33,0
828,34,0
828,35,0
828,36,0
828,37,0
528,0,0
528,1,0
528,2,0
528,3,0
528,4,0
528,5,0
528,6,0
528,7,0
528,8,29040
528,9,29040
528,10,29040
528,11,29040
528,12,29040
528,13,29040
528,14,29040
528,15,29040
528,16,29040
528,17,29040
528,18,29040
528,19,29040
528,20,29040
528,21,29040
528,22,29040
528,23,29040
528,24,29040
528,25,29040
528,26,29040
528,27,0
528,28,0
528,29,0
528,30,0
528,31,0
528,32,0
528,33,0
528,34,0
528,35,0
528,36,0
528,37,0
728,0,0
728,1,0
728,2,0
728,3,0
728,4,0
728,5,0
728,6,0
728,7,0
728,8,34216
728,9,34216
728,10,34216
728,11,34216
728,12,34216
728,13,34216
728,14,34216
728,15,34216
728,16,0
728,17,34216
728,18,34216
728,19,34216
728,20,34216
728,21,34216
728,22,34216
728,23,34216
728,24,34216
728,25,34216
728,26,34216
728,27,0
728,28,0
728,29,0
728,30,0
728,31,0
728,32,0
728,33,0
728,34,0
728,35,0
728,36,0
728,37,0
928,0,0
928,1,0
928,2,0
928,3,0
928,4,0
928,5,0
928,6,40832
928,7,40832
928,8,40832
928,9,40832
928,10,40832
928,11,40832
928,12,40832
928,13,40832
928,14,40832
928,15,40832
928,16,40832
928,17,40832
928,18,40832
928,19,40832
928,20,40832
928,21,40832
928,22,40832
928,23,0
928,24,0
928,25,0
928,26,0
928,27,0
928,28,0
928,29,0
928,30,0
928,31,0
928,32,0
928,33,0
928,34,0
928,35,0
928,36,0
928,37,0
328,0,0
328,1,0
328,2,0
328,3,0
328,4,0
328,5,0
328,6,0
328,7,0
328,8,0
328,9,0
328,10,0
328,11,0
328,12,0
328,13,0
328,14,0
328,15,0
328,16,0
328,17,0
328,18,0
328,19,0
328,20,0
328,21,15744
328,22,15744
328,23,15744
328,24,15744
328,25,15744
328,26,15744
328,27,15744
328,28,15744
328,29,15744
328,30,15744
328,31,15744
328,32,15744
328,33,0
328,34,0
328,35,0
328,36,0
328,37,0
224,0,0
224,1,0
224,2,0
224,3,0
224,4,0
224,5,0
224,6,0
224,7,0
224,8,0
224,9,0
224,10,0
224,11,0
224,12,0
224,13,0
224,14,0
224,15,0
224,16,0
224,17,0
224,18,0
224,19,0
224,20,0
224,21,0
224,22,0
224,23,0
224,24,0
224,25,6720
224,26,6720
224,27,6720
224,28,6720
224,29,6720
224,30,6720
224,31,6720
224,32,6720
224,33,6720
224,34,6720
224,35,6720
224,36,6720
224,37,0
424,0,24168
424,1,24168
424,2,24168
424,3,24168
424,4,24168
424,5,24168
424,6,24168
424,7,24168
424,8,24168
424,9,24168
424,10,24168
424,11,24168
424,12,24168
424,13,24168
424,14,24168
424,15,24168
424,16,24168
424,17,0
424,18,0
424,19,0
424,20,0
424,21,0
424,22,0
424,23,0
424,24,0
424,25,0
424,26,0
424,27,0
424,28,0
424,29,0
424,30,0
424,31,0
424,32,0
424,33,0
424,34,0
424,35,0
424,36,0
424,37,0
24,0,0
24,1,0
24,2,0
24,3,0
24,4,0
24,5,0
24,6,0
24,7,0
24,8,0
24,9,0
24,10,0
24,11,0
24,12,0
24,13,1368
24,14,1368
24,15,1368
24,16,1368
24,17,1368
24,18,1368
24,19,1368
24,20,1368
24,21,1368
24,22,1368
24,23,1368
24,24,1368
24,25,2088
24,26,2088
24,27,2088
24,28,720
24,29,720
24,30,720
24,31,720
24,32,720
24,33,720
24,34,720
24,35,720
24,36,720
24,37,0
824,0,0
824,1,0
824,2,0
824,3,0
824,4,0
824,5,0
824,6,0
824,7,0
824,8,55208
824,9,55208
824,10,55208
824,11,55208
824,12,55208
824,13,55208
824,14,55208
824,15,55208
824,16,55208
824,17,55208
824,18,55208
824,19,55208
824,20,55208
824,21,55208
824,22,55208
824,23,55208
824,24,0
824,25,0
824,26,0
824,27,0
824,28,0
824,29,0
824,30,0
824,31,0
824,32,0
824,33,0
824,34,0
824,35,0
824,36,0
824,37,0
524,0,0
524,1,0
524,2,0
524,3,0
524,4,0
524,5,0
524,6,0
524,7,0
524,8,28820
524,9,28820
524,10,28820
524,11,28820
524,12,28820
524,13,28820
524,14,28820
524,15,28820
524,16,28820
524,17,28820
524,18,28820
524,19,28820
524,20,28820
524,21,28820
524,22,28820
524,23,28820
524,24,28820
524,25,28820
524,26,28820
524,27,0
524,28,0
524,29,0
524,30,0
524,31,0
524,32,0
524,33,0
524,34,0
524,35,0
524,36,0
524,37,0
724,0,0
724,1,0
724,2,0
724,3,0
724,4,0
724,5,0
724,6,0
724,7,0
724,8,34028
724,9,34028
724,10,34028
724,11,34028
724,12,34028
724,13,34028
724,14,34028
724,15,34028
724,16,0
724,17,34028
724,18,34028
724,19,34028
724,20,34028
724,21,34028
724,22,34028
724,23,34028
724,24,34028
724,25,34028
724,26,34028
724,27,0
724,28,0
724,29,0
724,30,0
724,31,0
724,32,0
724,33,0
724,34,0
724,35,0
724,36,0
724,37,0
124,0,0
124,1,0
124,2,0
124,3,0
124,4,0
124,5,0
124,6,0
124,7,0
124,8,0
124,9,0
124,10,0
124,11,0
124,12,0
124,13,5580
124,14,5580
124,15,5580
124,16,5580
124,17,5580
124,18,5580
124,19,5580
124,20,5580
124,21,5580
124,22,5580
124,23,5580
124,24,5580
124,25,5580
124,26,0
124,27,0
124,28,0
124,29,0
124,30,0
124,31,0
124,32,0
124,33,0
124,34,0
124,35,0
124,36,0
124,37,0
924,0,0
924,1,0
924,2,0
924,3,0
924,4,0
924,5,0
924,6,40656
924,7,40656
924,8,40656
924,9,40656
924,10,40656
924,11,40656
924,12,40656
924,13,40656
924,14,40656
924,15,40656
924,16,40656
924,17,40656
924,18,40656
924,19,40656
924,20,40656
924,21,40656
924,22,40656
924,23,0
924,24,0
924,25,0
924,26,0
924,27,0
924,28,0
924,29,0
924,30,0
924,31,0
924,32,0
924,33,0
924,34,0
924,35,0
924,36,0
924,37,0
324,0,0
324,1,0
324,2,0
324,3,0
324,4,0
324,5,0
324,6,0
324,7,0
324,8,0
324,9,0
324,10,0
324,11,0
324,12,0
324,13,0
324,14,0
324,15,0
324,16,0
324,17,0
324,18,0
324,19,0
324,20,0
324,21,15552
324,22,15552
324,23,15552
324,24,15552
324,25,15552
324,26,15552
324,27,15552
324,28,15552
324,29,15552
324,30,15552
324,31,15552
324,32,15552
324,33,0
324,34,0
324,35,0
324,36,0
324,37,0
624,0,0
624,1,0
624,2,0
624,3,0
624,4,0
624,5,0
624,6,0
624,7,0
624,8,0
624,9,0
624,10,0
624,11,0
624,12,0
624,13,0
624,14,0
624,15,0
624,16,0
624,17,0
624,18,0
624,19,0
624,20,0
624,21,0
624,22,0
624,23,0
624,24,0
624,25,0
624,26,0
624,27,0
624,28,0
624,29,9984
624,30,9984
624,31,9984
624,32,9984
624,33,9984
624,34,9984
624,35,9984
624,36,9984
624,37,9984
22,0,0
22,1,0
22,2,0
22,3,0
22,4,0
22,5,0
22,6,0
22,7,0
22,8,0
22,9,0
22,10,0
22,11,0
22,12,0
22,13,1254
22,14,1254
22,15,1254
22,16,1254
22,17,1254
22,18,1254
22,19,1254
22,20,1254
22,21,1254
22,22,1254
22,23,1254
22,24,1254
22,25,1914
22,26,1914
22,27,1914
22,28,660
22,29,660
22,30,660
22,31,660
22,32,660
22,33,660
22,34,660
22,35,660
22,36,660
22,37,0
42,0,2394
42,1,2394
42,2,2394
42,3,2394
42,4,2394
42,5,2394
42,6,2394
42,7,2394
42,8,2394
42,9,2394
42,10,2394
42,11,2394
42,12,2394
42,13,2394
42,14,2394
42,15,2394
42,16,2394
42,17,0
42,18,0
42,19,0
42,20,0
42,21,0
42,22,0
42,23,0
42,24,0
42,25,0
42,26,0
42,27,0
42,28,0
42,29,0
42,30,0
42,31,0
42,32,0
42,33,0
42,34,0
42,35,0
42,36,0
42,37,0
2,0,0
2,1,0
2,2,0
2,3,0
2,4,0
2,5,0
2,6,0
2,7,0
2,8,0
2,9,0
2,10,0
2,11,0
2,12,0
2,13,114
2,14,114
2,15,114
2,16,114
2,17,114
2,18,114
2,19,114
2,20,114
2,21,114
2,22,114
2,23,114
2,24,114
2,25,114
2,26,114
2,27,114
2,28,0
2,29,0
2,30,0
2,31,0
2,32,0
2,33,0
2,34,0
2,35,0
2,36,0
2,37,0
82,0,0
82,1,0
82,2,0
82,3,0
82,4,0
82,5,0
82,6,0
82,7,0
82,8,5494
82,9,5494
82,10,5494
82,11,5494
82,12,5494
82,13,5494
82,14,5494
82,15,5494
82,16,5494
82,17,5494
82,18,5494
82,19,5494
82,20,5494
82,21,5494
82,22,5494
82,23,5494
82,24,0
82,25,0
82,26,0
82,27,0
82,28,0
82,29,0
82,30,0
82,31,0
82,32,0
82,33,0
82,34,0
82,35,0
82,36,0
82,37,0
52,0,0
52,1,0
52,2,0
52,3,0
52,4,0
52,5,0
52,6,0
52,7,0
52,8,2860
52,9,2860
52,10,2860
52,11,2860
52,12,2860
52,13,2860
52,14,2860
52,15,2860
52,16,2860
52,17,2860
52,18,2860
52,19,2860
52,20,2860
52,21,2860
52,22,2860
52,23,2860
52,24,2860
52,25,2860
52,26,2860
52,27,0
52,28,0
52,29,0
52,30,0
52,31,0
52,32,0
52,33,0
52,34,0
52,35,0
52,36,0
52,37,0
72,0,0
72,1,0
72,2,0
72,3,0
72,4,0
72,5,0
72,6,0
72,7,0
72,8,3384
72,9,3384
72,10,3384
72,11,3384
72,12,3384
72,13,3384
72,14,3384
72,15,3384
72,16,0
72,17,3384
72,18,3384
72,19,3384
72,20,3384
72,21,3384
72,22,3384
72,23,3384
72,24,3384
72,25,3384
72,26,3384
72,27,0
72,28,0
72,29,0
72,30,0
72,31,0
72,32,0
72,33,0
72,34,0
72,35,0
72,36,0
72,37,0
92,0,0
92,1,0
92,2,0
92,3,0
92,4,0
92,5,0
92,6,4048
92,7,4048
92,8,4048
92,9,4048
92,10,4048
92,11,4048
92,12,4048
92,13,4048
92,14,4048
92,15,4048
92,16,4048
92,17,4048
92,18,4048
92,19,4048
92,20,4048
92,21,4048
92,22,4048
92,23,0
92,24,0
92,25,0
92,26,0
92,27,0
92,28,0
92,29,0
92,30,0
92,31,0
92,32,0
92,33,0
92,34,0
92,35,0
92,36,0
92,37,0
32,0,0
32,1,0
32,2,0
32,3,0
32,4,0
32,5,0
32,6,0
32,7,0
32,8,0
32,9,0
32,10,0
32,11,0
32,12,0
32,13,0
32,14,0
32,15,0
32,16,0
32,17,0
32,18,0
32,19,0
32,20,0
32,21,1536
32,22,1536
32,23,1536
32,24,1536
32,25,1536
32,26,1536
32,27,1536
32,28,1536
32,29,1536
32,30,1536
32,31,1536
32,32,1536
32,33,0
32,34,0
32,35,0
32,36,0
32,37,0
219,0,0
219,1,0
219,2,0
219,3,0
219,4,0
219,5,0
219,6,0
219,7,0
219,8,0
219,9,0
219,10,0
219,11,0
219,12,0
219,13,0
219,14,0
219,15,0
219,16,0
219,17,0
219,18,0
219,19,0
219,20,0
219,21,0
219,22,0
219,23,0
219,24,0
219,25,6570
219,26,6570
219,27,6570
219,28,6570
219,29,6570
219,30,6570
219,31,6570
219,32,6570
219,33,6570
219,34,6570
219,35,6570
219,36,6570
219,37,0
419,0,23883
419,1,23883
419,2,23883
419,3,23883
419,4,23883
419,5,23883
419,6,23883
419,7,23883
419,8,23883
419,9,23883
419,10,23883
419,11,23883
419,12,23883
419,13,23883
419,14,23883
419,15,23883
419,16,23883
419,17,0
419,18,0
419,19,0
419,20,0
419,21,0
419,22,0
419,23,0
419,24,0
419,25,0
419,26,0
419,27,0
419,28,0
419,29,0
419,30,0
419,31,0
419,32,0
419,33,0
419,34,0
419,35,0
419,36,0
419,37,0
819,0,0
819,1,0
819,2,0
819,3,0
819,4,0
819,5,0
819,6,0
819,7,0
819,8,54873
819,9,54873
819,10,54873
819,11,54873
819,12,54873
819,13,54873
819,14,54873
819,15,54873
819,16,54873
819,17,54873
819,18,54873
819,19,54873
819,20,54873
819,21,54873
819,22,54873
819,23,54873
819,24,0
819,25,0
819,26,0
819,27,0
819,28,0
819,29,0
819,30,0
819,31,0
819,32,0
819,33,0
819,34,0
819,35,0
819,36,0
819,37,0
519,0,0
519,1,0
519,2,0
519,3,0
519,4,0
519,5,0
519,6,0
519,7,0
519,8,28545
519,9,28545
519,10,28545
519,11,28545
519,12,28545
519,13,28545
519,14,28545
519,15,28545
519,16,28545
519,17,28545
519,18,28545
519,19,28545
519,20,28545
519,21,28545
519,22,28545
519,23,28545
519,24,28545
519,25,28545
519,26,28545
519,27,0
519,28,0
519,29,0
519,30,0
519,31,0
519,32,0
519,33,0
519,34,0
519,35,0
519,36,0
519,37,0
719,0,0
719,1,0
719,2,0
719,3,0
719,4,0
719,5,0
719,6,0
719,7,0
719,8,33793
719,9,33793
719,10,33793
719,11,33793
719,12,33793
719,13,33793
719,14,33793
719,15,33793
719,16,0
719,17,33793
719,18,33793
719,19,33793
719,20,33793
719,21,33793
719,22,33793
719,23,33793
719,24,33793
719,25,33793
719,26,33793
719,27,0
719,28,0
719,29,0
719,30,0
719,31,0
719,32,0
719,33,0
719,34,0
719,35,0
719,36,0
719,37,0
119,0,0
119,1,0
119,2,0
119,3,0
119,4,0
119,5,0
119,6,0
119,7,0
119,8,0
119,9,0
119,10,0
119,11,0
119,12,0
119,13,5355
119,14,5355
119,15,5355
119,16,5355
119,17,5355
119,18,5355
119,19,5355
119,20,5355
119,21,5355
119,22,5355
119,23,5355
119,24,5355
119,25,5355
119,26,0
119,27,0
119,28,0
119,29,0
119,30,0
119,31,0
119,32,0
119,33,0
119,34,0
119,35,0
119,36,0
119,37,0
919,0,0
919,1,0
919,2,0
919,3,0
919,4,0
919,5,0
919,6,40436
919,7,40436
919,8,40436
919,9,40436
919,10,40436
919,11,40436
919,12,40436
919,13,40436
919,14,40436
919,15,40436
919,16,40436
919,17,40436
919,18,40436
919,19,40436
919,20,40436
919,21,40436
919,22,40436
919,23,0
919,24,0
919,25,0
919,26,0
919,27,0
919,28,0
919,29,0
919,30,0
919,31,0
919,32,0
919,33,0
919,34,0
919,35,0
919,36,0
919,37,0
319,0,0
319,1,0
319,2,0
319,3,0
319,4,0
319,5,0
319,6,0
319,7,0
319,8,0
319,9,0
319,10,0
319,11,0
319,12,0
319,13,0
319,14,0
319,15,0
319,16,0
319,17,0
319,18,0
319,19,0
319,20,0
319,21,15312
319,22,15312
319,23,15312
319,24,15312
319,25,15312
319,26,15312
319,27,15312
319,28,15312
319,29,15312
319,30,15312
319,31,15312
319,32,15312
319,33,0
319,34,0
319,35,0
319,36,0
319,37,0
220,0,0
220,1,0
220,2,0
220,3,0
220,4,0
220,5,0
220,6,0
220,7,0
220,8,0
220,9,0
220,10,0
220,11,0
220,12,0
220,13,0
220,14,0
220,15,0
220,16,0
220,17,0
220,18,0
220,19,0
220,20,0
220,21,0
220,22,0
220,23,0
220,24,0
220,25,6600
220,26,6600
220,27,6600
220,28,6600
220,29,6600
220,30,6600
220,31,6600
220,32,6600
220,33,6600
220,34,6600
220,35,6600
220,36,6600
220,37,0
420,0,23940
420,1,23940
420,2,23940
420,3,23940
420,4,23940
420,5,23940
420,6,23940
420,7,23940
420,8,23940
420,9,23940
420,10,23940
420,11,23940
420,12,23940
420,13,23940
420,14,23940
420,15,23940
420,16,23940
420,17,0
420,18,0
420,19,0
420,20,0
420,21,0
420,22,0
420,23,0
420,24,0
420,25,0
420,26,0
420,27,0
420,28,0
420,29,0
420,30,0
420,31,0
420,32,0
420,33,0
420,34,0
420,35,0
420,36,0
420,37,0
20,0,0
20,1,0
20,2,0
20,3,0
20,4,0
20,5,0
20,6,0
20,7,0
20,8,0
20,9,0
20,10,0
20,11,0
20,12,0
20,13,1140
20,14,1140
20,15,1140
20,16,1140
20,17,1140
20,18,1140
20,19,1140
20,20,1140
20,21,1140
20,22,1140
20,23,1140
20,24,1140
20,25,1140
20,26,1140
20,27,1140
20,28,0
20,29,0
20,30,0
20,31,0
20,32,0
20,33,0
20,34,0
20,35,0
20,36,0
20,37,0
820,0,0
820,1,0
820,2,0
820,3,0
820,4,0
820,5,0
820,6,0
820,7,0
820,8,54940
820,9,54940
820,10,54940
820,11,54940
820,12,54940
820,13,54940
820,14,54940
820,15,54940
820,16,54940
820,17,54940
820,18,54940
820,19,54940
820,20,54940
820,21,54940
820,22,54940
820,23,54940
820,24,0
820,25,0
820,26,0
820,27,0
820,28,0
820,29,0
820,30,0
820,31,0
820,32,0
820,33,0
820,34,0
820,35,0
820,36,0
820,37,0
520,0,0
520,1,0
520,2,0
520,3,0
520,4,0
520,5,0
520,6,0
520,7,0
520,8,28600
520,9,28600
520,10,28600
520,11,28600
520,12,28600
520,13,28600
520,14,28600
520,15,28600
520,16,28600
520,17,28600
520,18,28600
520,19,28600
520,20,28600
520,21,28600
520,22,28600
520,23,28600
520,24,28600
520,25,28600
520,26,28600
520,27,0
520,28,0
520,29,0
520,30,0
520,31,0
520,32,0
520,33,0
520,34,0
520,35,0
520,36,0
520,37,0
720,0,0
720,1,0
720,2,0
720,3,0
720,4,0
720,5,0
720,6,0
720,7,0
720,8,33840
720,9,33840
720,10,33840
720,11,33840
720,12,33840
720,13,33840
720,14,33840
720,15,33840
720,16,0
720,17,33840
720,18,33840
720,19,33840
720,20,33840
720,21,33840
720,22,33840
720,23,33840
720,24,33840
720,25,33840
720,26,33840
720,27,0
720,28,0
720,29,0
720,30,0
720,31,0
720,32,0
720,33,0
720,34,0
720,35,0
720,36,0
720,37,0
120,0,0
120,1,0
120,2,0
120,3,0
120,4,0
120,5,0
120,6,0
120,7,0
120,8,0
120,9,0
120,10,0
120,11,0
120,12,0
120,13,5400
120,14,5400
120,15,5400
120,16,5400
120,17,5400
120,18,5400
120,19,5400
120,20,5400
120,21,5400
120,22,5400
120,23,5400
120,24,5400
120,25,5400
120,26,0
120,27,0
120,28,0
120,29,0
120,30,0
120,31,0
120,32,0
120,33,0
120,34,0
120,35,0
120,36,0
120,37,0
920,0,0
920,1,0
920,2,0
920,3,0
920,4,0
920,5,0
920,6,40480
920,7,40480
920,8,40480
920,9,40480
920,10,40480
920,11,40480
920,12,40480
920,13,40480
920,14,40480
920,15,40480
920,16,40480
920,17,40480
920,18,40480
920,19,40480
920,20,40480
920,21,40480
920,22,40480
920,23,0
920,24,0
920,25,0
920,26,0
